Publisher_Name,Headline_Title,Link
ARTIFICIALINTELLIGENCE-NEWS,Chromia’s Asgard upgrade launches: “New era for DeFi and AI”,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/chromias-asgard-upgrade-launches-new-era-for-defi-and-ai/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,"Amazon Bedrock gains new AI models, tools, and features","=HYPERLINK(""https://www.artificialintelligence-news.com/news/amazon-bedrock-gains-new-ai-models-tools-and-features/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,MHRA pilots ‘AI Airlock’ to accelerate healthcare adoption,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/mhra-pilots-ai-airlock-accelerate-healthcare-adoption/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Google launches Veo and Imagen 3 generative AI models,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/google-launches-veo-and-imagen-3-generative-ai-models/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Alibaba Cloud overhauls AI partner initiative,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/alibaba-cloud-overhauls-ai-partner-initiative/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,AI agents and ecosystems with AgentFun.AI’s launch on Cronos,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/ai-agents-and-ecosystems-with-agentfunai-launch-on-cronos/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Salesforce: UK set to lead agentic AI revolution,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/salesforce-uk-set-lead-agentic-ai-revolution/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Alibaba Marco-o1: Advancing LLM reasoning capabilities,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/alibaba-marco-o1-advancing-llm-reasoning-capabilities/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,New AI training techniques aim to overcome current challenges,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/o1-model-llm-ai-openai-training-research-next-generation/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,"Generative AI use soars among Brits, but is it sustainable?","=HYPERLINK(""https://www.artificialintelligence-news.com/news/generative-ai-use-soars-among-brits-but-is-it-sustainable/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Ai2 OLMo 2: Raising the bar for open language models,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/ai2-olmo-2-raising-bar-open-language-models/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,YeagerAI’s Intelligent Oracle: Built on GenLayer blockchain for real-time data access,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/yeagerais-intelligent-oracle-built-on-genlayer-blockchain-for-real-time-data-access/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,UK establishes LASR to counter AI security threats,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/uk-establishes-lasr-counter-ai-security-threats/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,OpenAI enhances AI safety with new red teaming methods,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/openai-enhances-ai-safety-new-red-teaming-methods/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Big tech’s AI spending hits new heights,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/big-tech-ai-spending-hits-new-heights/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Samsung unveils Gauss2 AI model at SDC24 Korea,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/samsung-unveils-gauss2-ai-model-sdc24-korea/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Innovative machine learning uses transforming business applications,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/innovative-machine-learning-uses-transforming-business-applications/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,AI and bots allegedly used to fraudulently boost music streams,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/ai-and-bots-allegedly-used-to-fraudulently-boost-music-streams/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,AI-powered WAFs vs traditional firewalls: Protecting your web applications,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/ai-powered-wafs-vs-traditional-firewalls-protecting-your-web-applications/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,PSA Certified: AI growth outpacing security measures,"=HYPERLINK(""https://www.artificialintelligence-news.com/news/psa-certified-ai-growth-outpacing-security-measures/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Artificial Intelligence,"=HYPERLINK(""https://www.artificialintelligence-news.com/categories/artificial-intelligence/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Blockchain,"=HYPERLINK(""https://www.artificialintelligence-news.com/categories/blockchain/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Entertainment & Retail,"=HYPERLINK(""https://www.artificialintelligence-news.com/categories/ai-industries/ai-entertainment-retail/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Machine Learning,"=HYPERLINK(""https://www.artificialintelligence-news.com/categories/ai-machine-learning/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,Advertise with AI News,"=HYPERLINK(""https://www.artificialintelligence-news.com/advertise-ai-news/"", ""Link"")"
ARTIFICIALINTELLIGENCE-NEWS,About AI News,"=HYPERLINK(""https://www.artificialintelligence-news.com/about-us/"", ""Link"")"
INFORMS,AI in the Classroom: Shaping the Future of Business Education,"=HYPERLINK(""https://pubsonline.informs.org/do/10.1287/orms.2024.04.09/full/"", ""Link"")"
INFORMS,The Inaugural Artificial Intelligence School for Computer Science and Operations Research Education (AI-SCORE),"=HYPERLINK(""https://pubsonline.informs.org/do/10.1287/orms.2024.04.08/full/"", ""Link"")"
INFORMS,AI in Business: Harnessing AI/ML Technologies for a Competitive Edge,"=HYPERLINK(""https://pubsonline.informs.org/do/10.1287/LYTX.2024.04.13/full/"", ""Link"")"
INFORMS,Will AI Reboot Supply Chains?,"=HYPERLINK(""https://www.informs.org/News-Room/Media-Coverage/All-Categories/O.R.-and-Analytics-in-the-News/Will-AI-Reboot-Supply-Chains"", ""Link"")"
INFORMS,How to Leverage Machine Learning to Predict Telehealth Usage as Part of Pharma Commercialization Strategies,"=HYPERLINK(""https://pubsonline.informs.org/do/10.1287/LYTX.2024.04.11/full/"", ""Link"")"
INFORMS,"Supply chains and holiday shopping: Delays, Disruptions, and Automobiles (semiconductor chips, that is)","=HYPERLINK(""https://resoundinglyhuman.com/episodes/supply-chains-and-holiday-shopping-delays-disruptions-automobiles-semiconductor-chips-that-is/"", ""Link"")"
INFORMS,Seven Ways to Get the Most out of Supply Chain Analytics in the Age of AI,"=HYPERLINK(""https://pubsonline.informs.org/do/10.1287/LYTX.2023.01.05/full/"", ""Link"")"
INFORMS,Tailored Base-Surge Policies in Dual-Sourcing Inventory Systems with Demand Learning,"=HYPERLINK(""https://pubsonline.informs.org/doi/abs/10.1287/opre.2022.0624?af=R"", ""Link"")"
INFORMS,Career Fair,"=HYPERLINK(""https://meetings.informs.org/wordpress/phoenix2023/jobseekers/"", ""Link"")"
DBTA,10 Predictions for AI Development in 2025,"=HYPERLINK(""https://www.dbta.com/Editorial/News-Flashes/10-Predictions-for-AI-Development-in-2025-167390.aspx"", ""Link"")"
DATASCIENCECENTRAL,A vision for the future of AI: Guest appearance on Think Future 1039,"=HYPERLINK(""https://www.datasciencecentral.com/a-vision-for-the-future-of-ai-guest-appearance-on-think-future-1039/"", ""Link"")"
DATASCIENCECENTRAL,"NeuroAI: What would signal legacy, for the NIH’s BRAIN Initiative?","=HYPERLINK(""https://www.datasciencecentral.com/neuroai-what-would-signal-legacy-for-the-nihs-brain-initiative/"", ""Link"")"
DATASCIENCECENTRAL,Revolutionizing meetings with AI meeting assistants,"=HYPERLINK(""https://www.datasciencecentral.com/revolutionizing-meetings-with-ai-meeting-assistants/"", ""Link"")"
DATASCIENCECENTRAL,AI and IoT: Transforming how we live and work,"=HYPERLINK(""https://www.datasciencecentral.com/ai-and-iot-transforming-how-we-live-and-work/"", ""Link"")"
DATASCIENCECENTRAL,How should AI companies compensate content creators for used training data?,"=HYPERLINK(""https://www.datasciencecentral.com/how-should-ai-companies-compensate-content-creators-for-used-training-data/"", ""Link"")"
DATASCIENCECENTRAL,How AI can turn audio recordings into accurate images,"=HYPERLINK(""https://www.datasciencecentral.com/how-ai-can-turn-audio-recordings-into-accurate-images/"", ""Link"")"
DATASCIENCECENTRAL,Transforming technological integration with AI and IoT,"=HYPERLINK(""https://www.datasciencecentral.com/transforming-technological-integration-with-ai-and-iot/"", ""Link"")"
DATASCIENCECENTRAL,Best practices for AI-based security for 2025,"=HYPERLINK(""https://www.datasciencecentral.com/best-practices-for-ai-based-security-for-2025/"", ""Link"")"
DATASCIENCECENTRAL,How to use an LLM for SQL analysis without connecting it to your database,"=HYPERLINK(""https://www.datasciencecentral.com/how-to-use-an-llm-for-sql-analysis-without-connecting-it-to-your-database/"", ""Link"")"
DATASCIENCECENTRAL,Critical Decision Making for Enterprise AI,"=HYPERLINK(""https://www.datasciencecentral.com/critical-decision-making-for-enterprise-ai/"", ""Link"")"
DATASCIENCECENTRAL,Data Science CentralA COMMUNITY FOR AI PRACTITIONERS,"=HYPERLINK(""https://www.datasciencecentral.com/"", ""Link"")"
DATASCIENCECENTRAL,AI Hardware,"=HYPERLINK(""https://www.datasciencecentral.com/category/technical-topics/ai-hardware/"", ""Link"")"
DATASCIENCECENTRAL,Drones and Robot AI,"=HYPERLINK(""https://www.datasciencecentral.com/category/technical-topics/drones-and-robot-ai/"", ""Link"")"
DATASCIENCECENTRAL,AI Ethics,"=HYPERLINK(""https://www.datasciencecentral.com/category/business-topics/ai-ethics/"", ""Link"")"
DATASCIENCECENTRAL,AI in Government,"=HYPERLINK(""https://www.datasciencecentral.com/category/sector-topics/ai-in-government/"", ""Link"")"
DATASCIENCECENTRAL,Biotech AI,"=HYPERLINK(""https://www.datasciencecentral.com/category/sector-topics/biotech-ai/"", ""Link"")"
DATASCIENCECENTRAL,Education AI,"=HYPERLINK(""https://www.datasciencecentral.com/category/sector-topics/education-ai/"", ""Link"")"
DATASCIENCECENTRAL,Logistics and Supply Chain AI,"=HYPERLINK(""https://www.datasciencecentral.com/category/sector-topics/logistics-and-supply-chain-ai/"", ""Link"")"
DATASCIENCECENTRAL,News and Entertainment AI,"=HYPERLINK(""https://www.datasciencecentral.com/category/sector-topics/news-and-entertainment-ai/"", ""Link"")"
DATASCIENCECENTRAL,Programming Languages,"=HYPERLINK(""https://www.datasciencecentral.com/category/programming-languages/"", ""Link"")"
DATASCIENCECENTRAL,Python,"=HYPERLINK(""https://www.datasciencecentral.com/category/programming-languages/python/"", ""Link"")"
TECHREPUBLIC,Microsoft’s First Generative AI Certificate Is Available for Free,"=HYPERLINK(""https://www.techrepublic.com/article/career-essentials-generative-ai-review/"", ""Link"")"
TECHREPUBLIC,"EU Approves NVIDIA Deal With Run:ai, Pushes for Apple Interoperability","=HYPERLINK(""https://www.techrepublic.com/article/eu-nvidia-run-ai-merger/"", ""Link"")"
TECHREPUBLIC,Latest POS Trends Shaping Retail and Hospitality Industries,"=HYPERLINK(""https://www.techrepublic.com/article/latest-pos-trends/"", ""Link"")"
TECHREPUBLIC,See more Artificial Intelligence articles,"=HYPERLINK(""https://www.techrepublic.com/topic/artificial-intelligence/"", ""Link"")"
TECHREPUBLIC,AI,"=HYPERLINK(""https://www.techrepublic.com/topic/artificial-intelligence/"", ""Link"")"
DATAVERSITY,Featured Online Training,"=HYPERLINK(""https://training.dataversity.net"", ""Link"")"
DATAVERSITY,AI’s New Superpower: Riding the Wave of Real-Time Data,"=HYPERLINK(""https://www.dataversity.net/ais-new-superpower-riding-the-wave-of-real-time-data/"", ""Link"")"
DATAVERSITY,Live Online Training: Data Governance Bootcamp,"=HYPERLINK(""https://www.dataversity.net/dgb0125/"", ""Link"")"
DATAVERSITY,Dark Data Explained,"=HYPERLINK(""https://www.dataversity.net/dark-data-explained/"", ""Link"")"
DATAVERSITY,What Is the EU AI Act and Why Does It Matter?,"=HYPERLINK(""https://www.dataversity.net/what-is-the-eu-ai-act-and-why-does-it-matter/"", ""Link"")"
DATAVERSITY,Training Center,"=HYPERLINK(""http://training.dataversity.net"", ""Link"")"
